Year,Quarter,Airline,PaxToIndiaM1,PaxFromIndiaM1,FreightToIndiaM1,FreightFromIndiaM1,PaxToIndiaM2,PaxFromIndiaM2,FreightToIndiaM2,FreightFromIndiaM2,PaxToIndiaM3,PaxFromIndiaM3,FreightToIndiaM3,FreightFromIndiaM3
19,1,SWISS AIR,11991,13090,650.24,906.38,9931,11272,690.35,859.08,8664,13295,811.04,715.77
19,2,SWISS AIR,10449,13736,824.35,853.51,11888,13873,875.90,964.94,12636,12428,722.28,846.48
19,4,SWISS AIR,13220,10776,647.39,955.55,13081,12056,605.86,808.61,13356,11895,701.40,843.05
20,1,SWISS AIR,11813,13553,542.42,839.33,9394,11530,649.80,880.53,2099,4059,258.87,367.67
20,2,SWISS AIR,0,0,0.00,0.00,0,0,132.79,154.91,0,0,234.73,373.12
20,3,SWISS AIR,0,0,214.43,408.93,0,0,187.56,319.08,0,0,181.03,476.46
20,4,SWISS AIR,0,0,325.24,628.56,0,0,403.17,630.92,0,0,288.90,336.92
21,1,SWISS AIR,0,0,261.50,377.02,0,0,410.87,608.00,0,0,396.26,561.76
21,2,SWISS AIR,0,0,308.45,414.79,0,0,267.40,489.89,0,0,259.47,446.65
21,3,SWISS AIR,0,0,268.57,417.65,0,0,229.03,379.92,0,0,346.39,520.52
21,4,SWISS AIR,0,0,242.64,388.21,0,0,258.97,279.09,0,0,238.97,339.43
22,1,SWISS AIR,404,1117,142.96,127.42,2026,2235,295.03,222.35,5917,6983,441.87,488.45
22,2,SWISS AIR,5370,6776,452.64,476.78,4439,6887,473.41,482.96,5940,6586,418.65,461.52
22,3,SWISS AIR,9542,9367,504.61,607.33,8543,9743,534.82,554.13,7588,9967,572.22,621.07
22,4,SWISS AIR,10008,8919,606.83,591.27,13513,11937,675.53,661.74,12895,13063,694.00,578.58
23,1,SWISS AIR,12280,12420,536.75,491.74,11015,12280,615.72,532.78,9763,14036,770.13,710.94
23,2,SWISS AIR,8471,13108,735.57,742.90,10190,12772,650.91,743.96,12367,10268,609.47,812.27
23,3,SWISS AIR,13381,12797,580.19,717.17,10185,14464,554.68,770.38,8285,12251,539.72,899.39
23,4,SWISS AIR,13891,13095,653.80,825.30,13097,12583,433.92,659.98,13813,13431,518.45,712.48
24,1,SWISS AIR,10594,13413,480.69,746.37,9796,12850,583.66,860.24,9258,13629,662.91,915.58
24,2,SWISS AIR,8439,13413,583.61,739.49,10418,13543,568.12,992.75,12816,13398,599.66,935.96
15,1,TAJIK AIR,215,205,0.00,3.62,174,148,0.00,1.13,165,139,0.00,6.47
15,2,TAJIK AIR,2012,0,0.00,0.00,331,271,0.00,6.89,257,110,0.00,1.07
15,3,TAJIK AIR,218,185,0.00,2.84,167,192,0.00,1.49,156,409,3.29,2.35
15,4,TAJIK AIR,206,122,0.00,1.82,187,108,0.00,2.29,165,154,0.00,3.20
16,1,TAJIK AIR,437,316,0.00,4.54,251,230,0.00,4.59,160,205,0.00,4.56
16,2,TAJIK AIR,337,305,0.19,9.75,367,275,0.00,11.38,445,210,0.00,9.51
16,3,TAJIK AIR,346,246,0.00,11.35,363,504,0.00,7.35,341,696,0.00,16.95
16,4,TAJIK AIR,278,291,0.00,7.11,293,277,0.00,6.28,373,336,0.00,20.46
17,1,TAJIK AIR,373,423,0.00,14.52,446,402,2.38,14.84,291,347,0.00,13.32
17,2,TAJIK AIR,319,306,0.00,14.30,581,468,0.00,21.48,739,528,1.61,11.21
17,3,TAJIK AIR,502,310,0.00,5.97,472,654,0.00,16.00,312,807,0.00,16.04
17,4,TAJIK AIR,714,671,0.00,7.63,391,512,0.02,17.38,395,408,2.01,13.32
18,1,TAJIK AIR,657,568,2.75,13.23,501,499,0.01,17.73,413,449,0.01,8.15
18,2,TAJIK AIR,414,440,0.22,13.35,545,544,0.61,8.85,1084,345,0.02,15.59
18,3,TAJIK AIR,575,495,1.39,9.26,230,605,0.02,5.40,353,959,0.02,6.04
18,4,TAJIK AIR,496,590,2.10,9.04,308,308,0.02,5.24,332,262,0.59,2.61
15,3,THAI AIR ASIA,3031,2861,27.72,34.29,2971,3045,29.63,23.14,5196,5519,34.58,22.82
15,4,THAI AIR ASIA,3069,3065,25.46,33.56,3164,2929,48.77,30.23,38333,11854,27.22,15.09
16,1,THAI AIR ASIA,6189,6142,55.85,51.71,5753,5540,38.65,76.99,5931,5770,33.09,84.27
16,2,THAI AIR ASIA,5760,6025,36.29,57.81,8645,8874,51.48,68.43,9464,8321,50.40,34.41
16,3,THAI AIR ASIA,10531,10371,41.85,53.51,10281,10424,44.64,55.32,10372,9931,59.86,58.26
16,4,THAI AIR ASIA,10438,10555,89.22,58.88,10331,10206,94.67,64.47,13011,13360,71.32,67.35
17,1,THAI AIR ASIA,11450,11836,91.68,60.57,14044,14177,44.16,92.55,14715,14983,98.58,72.98
17,2,THAI AIR ASIA,14497,15111,129.97,100.55,15978,16070,143.59,104.07,15625,14095,122.00,109.59
17,3,THAI AIR ASIA,15922,15092,130.35,113.79,14941,15013,118.99,118.64,14513,14830,129.58,135.84
17,4,THAI AIR ASIA,17969,16686,81.99,114.62,17051,16510,119.91,157.26,19033,18422,93.81,142.14
18,1,THAI AIR ASIA,21256,21795,43.70,138.65,15894,15164,61.78,70.06,16812,17168,97.52,156.43
18,2,THAI AIR ASIA,16502,17282,138.82,177.23,18964,19085,131.22,144.40,17489,15561,117.21,114.91
18,3,THAI AIR ASIA,17109,15407,124.52,129.62,15160,15526,144.96,149.04,15461,15795,153.57,129.56
18,4,THAI AIR ASIA,16597,16002,156.26,101.26,16561,15940,140.36,97.48,23757,23236,181.22,114.57
19,1,THAI AIR ASIA,26215,25382,118.01,78.18,21017,20918,84.00,91.59,24429,24632,180.34,150.69
19,2,THAI AIR ASIA,23361,23907,202.40,114.46,24327,23317,202.39,148.79,40281,37688,163.78,118.89
19,3,THAI AIR ASIA,25445,23590,169.84,144.12,26001,25836,169.02,142.22,21591,21947,168.87,105.67
19,4,THAI AIR ASIA,21417,20498,135.67,117.92,24184,21299,167.30,132.51,28284,26715,214.13,150.43
20,1,THAI AIR ASIA,27568,25996,151.35,122.01,20123,15832,54.48,146.64,7736,7410,15.73,90.84
21,1,THAI AIR ASIA,0,0,0.00,0.00,66,143,0.00,0.00,0,0,0.00,0.00
22,2,THAI AIR ASIA,0,0,0.00,0.00,3187,4530,0.00,2.36,13916,15114,0.00,29.84
22,3,THAI AIR ASIA,16695,17391,0.00,73.64,19629,20837,1.28,108.91,18851,19844,33.48,106.82
22,4,THAI AIR ASIA,19934,20809,0.57,160.67,22575,22731,2.43,109.91,24162,25036,4.02,156.84
23,1,THAI AIR ASIA,20518,23293,4.13,155.20,18445,20738,5.34,172.24,20880,23365,18.81,221.51
23,2,THAI AIR ASIA,20377,23188,38.46,210.47,24156,25837,60.85,182.89,23565,24372,54.90,156.60
23,3,THAI AIR ASIA,23971,25034,74.97,158.33,22680,24682,73.80,220.95,22742,24447,78.56,0.00
23,4,THAI AIR ASIA,25380,26092,93.91,244.40,27992,26673,106.15,216.43,28850,30020,121.87,202.77
24,1,THAI AIR ASIA,30915,32481,117.24,230.50,28199,28919,74.26,254.84,30076,31026,96.50,342.70
24,2,THAI AIR ASIA,30981,33013,132.27,265.31,33605,34592,112.07,204.42,32142,30613,130.66,277.27
15,1,THAI AIRWAYS,56883,59686,2356.77,1860.78,47031,53463,2472.16,1998.69,49456,57914,1625.22,2058.68
15,2,THAI AIRWAYS,49944,55506,2298.75,1526.52,54876,61864,2199.14,1561.71,56708,57555,2009.06,1466.67
15,3,THAI AIRWAYS,53395,54894,2329.66,1371.28,50933,56106,2350.19,1393.10,47716,53879,2251.08,1524.44
15,4,THAI AIRWAYS,53290,54933,2228.87,1574.50,58541,59160,2200.04,1298.34,58107,66009,2393.05,1422.40
16,1,THAI AIRWAYS,58733,61687,2365.38,1507.91,47181,54275,2099.63,1572.59,52038,59851,2244.35,1672.68
16,2,THAI AIRWAYS,47845,55702,2303.18,1225.33,47462,60898,2006.72,1361.88,56599,55618,2270.11,1488.09
16,3,THAI AIRWAYS,54317,55321,2394.13,1318.01,51660,54718,2453.72,1395.38,48364,48555,2320.20,1561.26
16,4,THAI AIRWAYS,50342,51102,2685.07,1561.61,55900,54377,2509.11,1507.82,59379,65506,2559.69,1854.92
17,1,THAI AIRWAYS,62725,60665,2511.82,1807.87,50834,58271,2012.66,1892.81,55187,60588,2747.24,2164.68
17,2,THAI AIRWAYS,55847,62313,2438.04,1611.17,62675,68160,2326.43,1613.68,62661,61866,2279.05,1778.02
17,3,THAI AIRWAYS,59815,56735,2277.38,1771.67,53035,55995,2675.02,2101.12,49564,54482,2814.14,2180.58
17,4,THAI AIRWAYS,54091,50336,2543.18,2039.36,55150,55659,2441.88,2052.84,61514,64661,2809.91,2261.23
18,1,THAI AIRWAYS,57304,57541,2640.48,2055.39,47131,51146,2584.52,2412.05,48818,61763,3032.18,2623.48
18,2,THAI AIRWAYS,53864,59554,2797.03,2119.73,61220,67538,2580.29,2196.47,64524,65279,2700.41,2137.43
18,3,THAI AIRWAYS,61716,64430,2828.22,2162.56,56993,63941,2606.96,2362.16,53555,60518,2869.84,2414.78
18,4,THAI AIRWAYS,57875,58783,2959.16,2309.11,59136,62031,2443.25,1941.41,61262,63640,2679.78,2170.03
19,1,THAI AIRWAYS,59136,62031,2443.25,1941.41,46316,56868,2183.62,2094.11,60116,69352,2574.13,2547.85
19,2,THAI AIRWAYS,58334,66383,2294.80,2008.24,59075,69374,2339.45,2128.75,67347,68247,2190.05,1794.85
19,3,THAI AIRWAYS,63303,66217,2360.69,1870.35,59672,67650,2445.34,1836.00,56598,62464,2391.18,1792.15
19,4,THAI AIRWAYS,59413,60488,2280.76,1885.22,66048,66273,2410.27,1862.33,67814,69266,2486.63,1985.18
20,1,THAI AIRWAYS,62127,64076,2356.96,1956.88,38203,45076,2085.34,1994.06,12987,16252,1265.89,969.35
20,3,THAI AIRWAYS,0,0,0.00,0.00,0,0,1.07,24.80,6,214,1.62,2.94
20,4,THAI AIRWAYS,0,0,10.28,50.62,0,0,22.75,0.42,0,0,294.35,113.03
21,1,THAI AIRWAYS,47,236,262.86,126.69,0,0,675.89,258.61,0,0,669.89,292.52
21,2,THAI AIRWAYS,20,0,413.41,149.87,0,0,534.64,225.47,56,159,421.42,362.25
21,3,THAI AIRWAYS,0,0,663.85,418.10,0,0,665.14,481.93,0,0,974.25,491.27
21,4,THAI AIRWAYS,0,30,1101.72,567.79,126,165,1027.01,604.64,1886,1726,1682.90,737.73
22,1,THAI AIRWAYS,1395,2036,1391.99,727.56,1123,1752,950.09,790.28,6725,8131,1371.14,1057.86
22,2,THAI AIRWAYS,20648,22958,2019.96,1358.04,24818,33452,2081.82,2081.82,31320,32779,2259.48,1147.70
22,3,THAI AIRWAYS,32810,39178,2509.00,1474.17,28918,36091,2110.65,1395.38,30444,31768,1708.25,1311.19
22,4,THAI AIRWAYS,38210,37917,1751.20,1162.33,51710,49515,1700.97,1506.61,55368,57472,1713.48,1506.29
23,1,THAI AIRWAYS,48461,54686,1612.71,1652.20,30000,47459,1602.54,2026.39,35113,46581,2103.68,2119.76
23,2,THAI AIRWAYS,45091,53855,1911.30,1760.51,47620,57161,1488.59,1666.92,54523,56656,1814.86,1656.83
23,3,THAI AIRWAYS,47715,51981,1818.17,1614.10,42198,47414,1693.65,1663.85,43398,49894,1999.70,1668.70
23,4,THAI AIRWAYS,53269,49846,1890.25,1749.08,57735,53106,2011.86,1890.60,72695,71144,2327.01,2084.96
24,1,THAI AIRWAYS,68016,72415,1986.96,1851.42,61235,67082,2003.92,1933.94,59900,62765,2429.85,2150.09
24,2,THAI AIRWAYS,53487,56734,1961.05,1935.21,63006,64540,1927.58,2118.89,65621,59057,2111.76,2152.84
17,4,THAI LION AIR,1149,1447,0.00,0.00,1816,1762,0.00,0.00,2141,2389,0.00,0.00
18,1,THAI LION AIR,1826,2034,0.00,0.00,1423,1534,0.00,0.00,1966,1695,0.00,0.00
18,2,THAI LION AIR,1966,1695,0.00,0.00,2444,2149,0.00,0.00,2684,2647,0.00,0.00
18,3,THAI LION AIR,2240,2060,0.00,0.00,1608,1876,0.00,0.00,1686,1795,0.00,0.00
18,4,THAI LION AIR,2090,1789,1.53,0.00,2887,2664,27.06,0.00,2967,3082,38.90,0.00
19,1,THAI LION AIR,2768,2780,33.77,6.58,2037,1976,12.42,14.74,2332,2622,37.12,8.53
19,2,THAI LION AIR,2647,2684,0.00,0.00,4687,4255,27.31,39.96,4489,4116,47.61,48.75
19,4,THAI LION AIR,2367,2862,39.17,49.86,3901,2976,39.98,38.62,3966,4280,31.21,45.45
20,1,THAI LION AIR,2715,3572,28.34,38.28,2046,1446,23.20,33.92,268,110,4.85,9.36
22,2,THAI LION AIR,0,0,0.00,0.00,0,0,0.00,0.00,732,732,0.00,0.37
22,3,THAI LION AIR,2782,3161,0.00,1.21,4035,4204,7.13,3.06,2647,3187,0.00,0.00
22,4,THAI LION AIR,2647,3184,0.00,0.00,4025,3448,6.27,4.33,3616,3519,15.77,5.11
23,1,THAI LION AIR,2023,1980,22.87,1.52,1771,2246,21.73,16.23,3078,3055,47.63,11.69
23,2,THAI LION AIR,2507,3092,38.77,10.25,5542,7403,32.92,12.55,6749,6501,37.13,9.43
23,3,THAI LION AIR,5000,5013,50.96,6.32,5146,5094,70.25,7.37,5961,6005,84.20,4.09
23,4,THAI LION AIR,2431,2135,37.74,2.41,5965,5962,65.44,1.01,6037,5789,73.68,11.23
24,1,THAI LION AIR,5227,5571,55.18,5.87,6508,6850,42.11,8.67,5921,5754,61.77,23.59
24,2,THAI LION AIR,7762,7369,59.02,22.10,9632,9335,44.94,17.83,9878,9014,15.88,21.97
16,4,THAI SMILE AIRWAYS,2166,1568,0.00,0.00,2695,2671,0.00,0.00,5346,7378,0.00,0.00
17,1,THAI SMILE AIRWAYS,7198,4761,0.00,0.00,5593,5470,0.00,0.00,4807,5733,0.00,0.00
17,2,THAI SMILE AIRWAYS,2334,2076,0.00,0.00,2991,3759,0.00,0.00,4668,4475,0.00,0.00
17,3,THAI SMILE AIRWAYS,4535,3864,0.00,0.00,3752,3766,0.00,0.00,3314,3366,0.00,0.00
17,4,THAI SMILE AIRWAYS,7275,5444,0.00,0.00,9116,7604,0.00,0.00,11043,10635,0.00,0.00
18,1,THAI SMILE AIRWAYS,10226,9625,0.00,0.00,9042,7955,0.00,0.00,10193,10670,0.00,0.00
18,2,THAI SMILE AIRWAYS,7779,7424,0.00,0.00,8078,8182,0.00,0.00,9311,8886,0.00,0.00
18,3,THAI SMILE AIRWAYS,9289,7893,0.00,0.00,8108,7979,0.00,0.00,8102,7568,0.00,0.00
18,4,THAI SMILE AIRWAYS,11620,6441,0.00,0.00,14131,12063,0.00,0.00,13952,12629,0.00,0.00
19,1,THAI SMILE AIRWAYS,18499,12364,0.00,0.00,10643,9784,0.00,0.00,10968,11519,0.00,0.00
19,2,THAI SMILE AIRWAYS,7145,6840,0.00,0.00,8039,8265,0.00,0.00,12046,10531,0.00,0.00
19,3,THAI SMILE AIRWAYS,9183,8733,0.00,0.00,8841,9216,0.00,0.00,6752,7578,0.00,0.00
19,4,THAI SMILE AIRWAYS,7481,9199,0.00,0.00,16889,16071,0.00,0.00,16585,18313,0.00,0.00
20,1,THAI SMILE AIRWAYS,9554,10366,0.00,0.00,12596,13752,0.00,0.00,4874,5244,0.00,0.00
21,2,THAI SMILE AIRWAYS,0,0,0.00,0.00,27,74,0.00,0.00,0,39,0.00,0.00
21,3,THAI SMILE AIRWAYS,77,21,0.00,0.00,0,0,0.00,0.00,106,67,0.00,0.00
22,2,THAI SMILE AIRWAYS,4151,5238,0.00,0.00,7458,10284,0.00,0.00,10477,10782,0.00,0.00
22,3,THAI SMILE AIRWAYS,7929,7860,0.00,0.00,5498,6080,0.00,0.00,4607,5365,0.00,0.00
22,4,THAI SMILE AIRWAYS,7182,6763,0.00,0.00,6133,5537,0.00,0.00,8283,8158,0.00,0.00
23,1,THAI SMILE AIRWAYS,5895,6134,0.00,0.00,7033,7340,0.00,0.00,7125,7491,0.00,0.00
23,2,THAI SMILE AIRWAYS,5446,5979,0.00,0.00,8123,8908,13.94,63.86,8563,7905,12.31,63.59
23,3,THAI SMILE AIRWAYS,7303,8236,17.89,60.20,7856,8085,19.39,74.67,3956,4152,21.07,69.09
18,1,THOMAS COOK AIRLINES,9205,8719,0.00,0.00,7382,9614,0.00,0.00,5372,8085,0.75,0.00
18,2,THOMAS COOK AIRLINES,2046,3610,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00
18,4,THOMAS COOK AIRLINES,0,0,0.00,0.00,4238,1524,0.00,0.00,8611,6742,0.00,0.00
19,1,THOMAS COOK AIRLINES,8949,9001,0.00,0.00,8340,8620,0.00,0.00,5846,8515,0.00,0.00
15,4,THOMAS COOK AIRLINES U.K.,0,0,0.00,0.00,4863,2502,0.00,70.75,5112,7390,1.18,39.65
16,1,THOMAS COOK AIRLINES U.K.,4837,4650,0.12,18.23,4787,4861,0.11,28.09,1900,4972,1.88,24.50
16,2,THOMAS COOK AIRLINES U.K.,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00
16,3,THOMAS COOK AIRLINES U.K.,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00
16,4,THOMAS COOK AIRLINES U.K.,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00
17,1,THOMAS COOK AIRLINES U.K.,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00
17,2,THOMAS COOK AIRLINES U.K.,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00
17,4,THOMAS COOK AIRLINES U.K.,0,0,0.00,0.00,4531,1442,0.00,0.00,8488,6143,0.00,0.00
15,1,TIGER AIRWAYS,26192,26113,82.75,350.72,21409,23974,0.00,0.00,23321,22723,78.24,253.85
15,2,TIGER AIRWAYS,24913,25395,89.33,321.74,30594,28642,82.38,332.27,28109,26516,82.56,289.04
15,3,TIGER AIRWAYS,27392,26305,96.08,308.25,29271,27456,88.00,331.41,24719,24711,181.51,211.74
15,4,TIGER AIRWAYS,24221,26755,99.33,320.13,29569,25287,108.95,250.09,30843,28471,112.93,233.01
16,1,TIGER AIRWAYS,30866,30536,104.82,244.26,26657,27082,86.28,262.06,27554,54020,122.98,294.20
16,2,TIGER AIRWAYS,28935,29029,108.83,310.53,31002,30479,88.91,263.61,21727,23420,75.80,203.23
16,3,TIGER AIRWAYS,21371,21846,68.65,223.22,21446,19734,69.39,229.44,19775,19597,62.14,217.68
16,4,TIGER AIRWAYS,22073,19001,76.74,238.66,24096,19605,72.28,213.35,23827,21735,82.23,261.95
17,1,TIGER AIRWAYS,22345,21728,84.68,237.83,18362,18933,50.57,192.95,19357,18112,89.96,238.17
17,2,TIGER AIRWAYS,21016,21770,98.23,232.99,27757,25673,80.13,211.00,26929,23917,50.95,196.40
15,1,TRANSAERO AIRLINES,4278,4638,0.00,0.00,5870,5110,0.00,13.66,4601,6934,0.00,47.64
15,2,TRANSAERO AIRLINES,2890,4042,0.24,78.34,1004,2892,0.19,59.72,1848,1251,0.16,79.02
15,3,TRANSAERO AIRLINES,2435,1230,2.50,91.41,1842,2454,0.00,82.56,2250,2045,1.29,78.14
15,4,TRANSAERO AIRLINES,2365,1928,0.43,11.02,0,0,0.00,0.00,0,0,0.00,0.00
16,1,TRANSAERO AIRLINES,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00
16,2,TRANSAERO AIRLINES,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00
16,3,TRANSAERO AIRLINES,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00
16,4,TRANSAERO AIRLINES,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00
17,1,TRANSAERO AIRLINES,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00
17,2,TRANSAERO AIRLINES,0,0,0.00,0.00,0,0,0.00,0.00,0,0,0.00,0.00
15,1,TURKISH AIRLINES,18202,18087,508.52,921.25,15457,16198,566.86,903.91,15222,18362,616.74,1168.73
15,2,TURKISH AIRLINES,13261,17516,600.78,1143.29,14827,18594,699.41,1119.86,17599,16853,863.25,974.61
15,3,TURKISH AIRLINES,17592,15871,905.02,1010.35,17043,18911,773.24,1101.15,15132,16571,731.42,905.17
15,4,TURKISH AIRLINES,18189,15430,750.47,597.77,0,0,0.00,0.00,18678,16207,811.40,684.66
16,1,TURKISH AIRLINES,17432,17892,725.47,876.99,17548,17913,1883.85,2416.97,16647,20092,1026.96,1260.85
16,2,TURKISH AIRLINES,13067,18350,804.95,1158.26,16374,21523,919.92,1261.62,21371,19649,907.76,1231.65
16,3,TURKISH AIRLINES,20691,17882,520.02,644.67,19000,21870,439.42,564.59,16811,19788,771.74,993.54
16,4,TURKISH AIRLINES,21897,17853,1025.51,1180.67,22026,18140,966.82,1099.84,23420,18492,999.91,1188.77
17,1,TURKISH AIRLINES,19386,21146,761.38,934.75,19552,20798,936.79,1173.90,16293,22284,893.00,1104.79
17,2,TURKISH AIRLINES,15909,21729,1042.36,1527.78,18516,22432,1245.84,1423.96,21393,20654,1166.13,1567.20
17,3,TURKISH AIRLINES,22427,20306,963.51,1315.10,19521,20195,946.25,1422.71,18301,19146,1003.05,1467.99
17,4,TURKISH AIRLINES,22129,20309,1234.43,1445.95,21950,20205,1008.39,1571.55,23251,21470,1049.49,1389.15
18,1,TURKISH AIRLINES,22482,22262,1149.36,1485.55,20119,20325,1303.05,1360.17,18374,23325,1525.60,1533.80
18,2,TURKISH AIRLINES,17206,22172,1281.58,1516.81,19175,23066,1359.09,1776.65,22199,21023,1434.68,1891.40
18,3,TURKISH AIRLINES,22738,20948,1584.62,1670.80,19006,19930,1647.12,1823.76,18651,20753,1535.18,1679.57
18,4,TURKISH AIRLINES,23104,19790,2011.20,1758.63,22764,20679,1590.74,1680.44,23268,20522,1582.13,1566.47
19,1,TURKISH AIRLINES,21861,21892,1559.94,1587.80,20166,20578,1637.81,1972.58,17158,22991,1697.09,2227.32
19,2,TURKISH AIRLINES,17471,22564,1242.66,2084.31,21815,23487,1876.37,2762.78,22894,21094,1851.00,2131.02
19,3,TURKISH AIRLINES,22352,20116,2037.62,2214.98,18635,20189,2049.06,2008.04,18701,21475,1772.61,1995.74
20,1,TURKISH AIRLINES,22328,22830,1739.94,2104.65,20659,21254,1810.63,2071.79,4790,11404,2995.41,3638.69
20,2,TURKISH AIRLINES,0,155,2022.83,2530.59,0,0,2311.44,2634.57,792,59,1797.76,2737.51
20,3,TURKISH AIRLINES,139,0,3079.52,2465.76,0,0,2326.41,2666.56,0,0,2767.74,3083.21
20,4,TURKISH AIRLINES,0,0,3065.03,2889.41,0,0,2728.06,2521.97,0,0,3093.93,3359.11
21,1,TURKISH AIRLINES,0,0,3088.98,3124.96,0,0,3360.26,3310.37,0,0,3691.88,3144.70
21,2,TURKISH AIRLINES,0,0,3183.16,2566.44,0,0,3687.84,3567.37,0,0,3521.65,4259.14
21,3,TURKISH AIRLINES,0,0,3471.31,4310.73,0,0,3009.50,4619.82,0,0,3030.95,4176.69
21,4,TURKISH AIRLINES,0,0,3144.89,4179.57,0,0,3461.18,4187.19,0,0,3393.41,4035.63
22,1,TURKISH AIRLINES,0,0,2860.44,2788.70,0,0,2643.75,2552.99,1477,1544,3406.28,3445.21
22,2,TURKISH AIRLINES,16967,21780,4190.31,4945.69,9576,10957,3890.10,3681.86,18892,20273,3855.16,3308.34
22,3,TURKISH AIRLINES,21377,21100,3486.06,3497.62,18812,22119,3596.05,2397.58,18373,21304,2971.19,3095.91
22,4,TURKISH AIRLINES,21447,17123,2227.24,2671.69,11150,7862,2409.00,2926.81,22912,18129,2932.47,3371.18
23,1,TURKISH AIRLINES,22357,21311,2298.02,2661.71,18843,20358,1850.23,2065.82,19067,21608,1864.60,2216.44
23,2,TURKISH AIRLINES,15240,21030,1893.80,2517.43,17203,18796,2388.10,3234.88,19038,19866,2421.79,3489.11
23,3,TURKISH AIRLINES,21553,0,2781.53,4214.07,16412,22515,2401.69,3371.12,33811,19497,2548.85,3261.52
23,4,TURKISH AIRLINES,23080,16851,1573.43,1634.55,22539,17090,1960.52,3202.13,23964,21651,2447.29,3417.08
24,1,TURKISH AIRLINES,23269,21751,2358.25,3939.96,21069,21931,2415.20,3999.90,19683,23029,2796.67,4070.39
24,2,TURKISH AIRLINES,13555,21193,2413.76,4024.67,16344,20949,2791.79,4072.07,19521,17375,5722.70,4906.20
15,1,TURKMENISTAN AIRLINES,3512,4109,0.00,22.25,4966,3237,0.00,13.45,5244,5051,0.00,8.62
15,2,TURKMENISTAN AIRLINES,2401,5114,0.00,12.67,1701,2748,0.00,10.37,1470,1820,0.00,4.99
15,3,TURKMENISTAN AIRLINES,4056,1594,0.62,18.00,3747,4990,0.62,34.59,2375,3224,0.00,24.83
15,4,TURKMENISTAN AIRLINES,4717,2520,0.62,32.03,3127,3622,0.00,7.12,4303,3026,0.00,15.58
16,1,TURKMENISTAN AIRLINES,3407,4688,0.00,14.50,4694,3014,0.00,21.12,5109,4245,0.00,15.32
16,2,TURKMENISTAN AIRLINES,2629,5343,0.00,9.89,2144,3413,0.00,16.12,1701,2148,0.00,13.24
16,3,TURKMENISTAN AIRLINES,3902,2149,0.00,10.43,4535,3063,4.93,1.63,1705,2534,0.00,14.79
16,4,TURKMENISTAN AIRLINES,4009,2552,0.00,26.11,3051,3376,0.00,13.77,3925,3287,0.00,23.21
17,1,TURKMENISTAN AIRLINES,2754,3565,0.00,23.84,4299,2915,0.00,12.54,4478,4702,0.00,11.18
17,2,TURKMENISTAN AIRLINES,3340,5139,0.00,49.17,1711,2959,0.00,34.19,1693,2459,0.00,19.28
17,3,TURKMENISTAN AIRLINES,2705,4515,0.00,1.66,4535,3063,4.93,1.63,2654,3005,0.00,48.15
17,4,TURKMENISTAN AIRLINES,5324,3228,0.00,28.92,5231,4777,0.00,54.76,6638,5056,0.00,37.11
18,1,TURKMENISTAN AIRLINES,5101,6058,0.00,38.96,6296,5007,0.00,13.96,7339,6941,0.00,35.18
18,2,TURKMENISTAN AIRLINES,3964,7152,0.00,17.82,2914,3731,0.00,23.31,3641,4001,0.00,24.66
18,3,TURKMENISTAN AIRLINES,5213,3874,0.00,35.24,5443,5684,0.00,25.39,3794,4308,0.00,34.92
18,4,TURKMENISTAN AIRLINES,5953,3524,0.00,33.94,4600,4786,1.25,26.80,6673,4531,0.00,84.85
19,1,TURKMENISTAN AIRLINES,5196,6225,0.00,67.60,5329,3995,0.00,149.89,2453,2508,0.00,26.66
19,2,TURKMENISTAN AIRLINES,1636,1800,0.00,30.95,1620,1957,0.00,76.00,2073,1791,0.00,57.86
19,4,TURKMENISTAN AIRLINES,1418,1281,0.00,35.09,1639,1574,0.00,73.18,1868,1808,0.00,89.74
20,3,TURKMENISTAN AIRLINES,0,0,0.00,0.00,0,129,0.00,208.37,0,0,0.00,0.00
21,2,TURKMENISTAN AIRLINES,0,0,0.00,41.00,0,0,0.00,1020.95,0,0,0.00,84.94
15,1,UNITED AIRLINES,14288,14957,326.07,226.08,12956,13716,308.14,222.28,13492,15588,203.70,257.90
15,2,UNITED AIRLINES,11755,14912,282.54,364.46,14534,15727,301.46,365.53,7025,6770,139.40,78.02
15,3,UNITED AIRLINES,14723,15149,247.66,347.46,14528,15567,235.57,317.89,14297,14071,250.25,306.86
15,4,UNITED AIRLINES,10110,10457,288.65,278.17,7498,6344,142.88,75.53,14975,14586,261.23,231.28
16,1,UNITED AIRLINES,13911,14300,195.51,285.45,12688,12725,177.20,350.28,13867,14523,239.79,285.98
